------------ Options -------------
basenet: vgg16_reducedfc.pth
batch_size: 32
cuda: True
debug: False
display_id: 1
gamma: 0.1
iterations: 130000
jaccard_threshold: 0.5
lr: 0.0001
momentum: 0.9
no_pretrain: False
num_workers: 2
phase: train
port_id: 8097
resume: None
save_folder: result/renew_ssd512_default/train
schedule: [80000, 100000, 120000]
send_images_to_visdom: False
ssd_dim: 512
start_iter: 0
version: v2
visdom: False
voc_root: /home/hongyang/data/VOCdevkit/
weight_decay: 0.0005
-------------- End ----------------
================ Training Loss (Tue Sep 12 22:55:14 2017) ================
iter 11400 || Loss: 5.3139 || time: 0.5291 sec/iter
iter 11450 || Loss: 4.5047 || time: 0.5283 sec/iter
iter 11500 || Loss: 5.2758 || time: 0.5319 sec/iter
iter 11550 || Loss: 5.0160 || time: 0.5317 sec/iter
iter 11600 || Loss: 5.2600 || time: 0.5319 sec/iter
iter 11650 || Loss: 4.7700 || time: 0.5307 sec/iter
iter 11700 || Loss: 4.6226 || time: 0.5314 sec/iter
iter 11750 || Loss: 5.1578 || time: 0.5324 sec/iter
iter 11800 || Loss: 4.8447 || time: 0.5326 sec/iter
iter 11850 || Loss: 4.9886 || time: 0.5285 sec/iter
iter 11900 || Loss: 5.1102 || time: 0.5308 sec/iter
iter 11950 || Loss: 5.2612 || time: 0.5308 sec/iter
iter 12000 || Loss: 5.2817 || time: 0.5294 sec/iter
iter 12050 || Loss: 4.8124 || time: 0.5328 sec/iter
iter 12100 || Loss: 4.7881 || time: 0.5315 sec/iter
iter 12150 || Loss: 4.7120 || time: 0.5298 sec/iter
iter 12200 || Loss: 4.8849 || time: 0.5299 sec/iter
iter 12250 || Loss: 4.8739 || time: 0.5302 sec/iter
iter 12300 || Loss: 4.7505 || time: 0.5322 sec/iter
iter 12350 || Loss: 4.4980 || time: 0.5300 sec/iter
iter 12400 || Loss: 5.1839 || time: 0.5300 sec/iter
iter 12450 || Loss: 5.0622 || time: 0.5316 sec/iter
iter 12500 || Loss: 5.0958 || time: 0.5332 sec/iter
iter 12550 || Loss: 5.0686 || time: 0.5304 sec/iter
iter 12600 || Loss: 5.0542 || time: 0.5316 sec/iter
iter 12650 || Loss: 5.1576 || time: 0.5293 sec/iter
iter 12700 || Loss: 5.0305 || time: 0.5290 sec/iter
iter 12750 || Loss: 4.7732 || time: 0.5287 sec/iter
iter 12800 || Loss: 5.2438 || time: 0.5313 sec/iter
iter 12850 || Loss: 4.6972 || time: 0.5316 sec/iter
iter 12900 || Loss: 4.9929 || time: 0.5340 sec/iter
iter 12950 || Loss: 4.9269 || time: 0.5317 sec/iter
iter 13000 || Loss: 4.8788 || time: 0.5314 sec/iter
iter 13050 || Loss: 5.0436 || time: 0.5314 sec/iter
iter 13100 || Loss: 4.9593 || time: 0.5294 sec/iter
iter 13150 || Loss: 5.1904 || time: 0.5325 sec/iter
iter 13200 || Loss: 5.0605 || time: 0.5303 sec/iter
iter 13250 || Loss: 5.0774 || time: 0.5322 sec/iter
iter 13300 || Loss: 4.8436 || time: 0.5326 sec/iter
iter 13350 || Loss: 4.7299 || time: 0.5305 sec/iter
iter 13400 || Loss: 4.6288 || time: 0.5303 sec/iter
iter 13450 || Loss: 4.7455 || time: 0.5314 sec/iter
iter 13500 || Loss: 4.9230 || time: 0.5294 sec/iter
iter 13550 || Loss: 5.3095 || time: 0.5316 sec/iter
iter 13600 || Loss: 5.4041 || time: 0.5313 sec/iter
iter 13650 || Loss: 4.9670 || time: 0.5328 sec/iter
iter 13700 || Loss: 4.6840 || time: 0.5337 sec/iter
iter 13750 || Loss: 5.3941 || time: 0.5287 sec/iter
iter 13800 || Loss: 5.4187 || time: 0.5318 sec/iter
iter 13850 || Loss: 4.5344 || time: 0.5319 sec/iter
iter 13900 || Loss: 4.5870 || time: 0.5311 sec/iter
iter 13950 || Loss: 4.9809 || time: 0.5305 sec/iter
iter 14000 || Loss: 4.8263 || time: 0.5321 sec/iter
iter 14050 || Loss: 4.5191 || time: 0.5301 sec/iter
iter 14100 || Loss: 4.9646 || time: 0.5327 sec/iter
iter 14150 || Loss: 4.5317 || time: 0.5334 sec/iter
iter 14200 || Loss: 4.3401 || time: 0.5297 sec/iter
iter 14250 || Loss: 4.4545 || time: 0.5292 sec/iter
